sample_id,grade,lesson,review_reason,priority,suggested_question_to_hnmu,related_criterion_ids,evidence_fragment_ids,checked_by,checked_at,source_shard
HNMU-G7-R0214-STT3,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0401,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0215-STT4,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0216-STT5,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0217-STT6,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0401,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0218-STT7,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0401,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0219-STT8,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0220-STT9,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0221-STT10,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0222-STT11,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0223-STT12,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0224-STT13,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN7-4920462481#F0401,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0225-STT14,7,Bài 16. Thuật toán sắp xếp,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0290,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0044-STT1,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0045-STT2,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0046-STT3,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-DUP-04,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0047-STT4,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0046,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0048-STT5,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0049-STT6,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0050-STT7,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0051-STT8,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0052-STT9,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN7-4920462481#F0127,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0053-STT10,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0054-STT11,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-06,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-06,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0055-STT12,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0056-STT13,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-04;RAW-CON-06,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-04;RAW-CON-06,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0057-STT14,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0041,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0086-STT1,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07;RAW-DUP-04,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0087-STT2,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0088-STT3,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0101,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0089-STT4,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0098,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0090-STT5,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0091-STT6,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0092-STT7,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0093-STT8,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0094-STT9,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0095-STT10,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-CON-05;RAW-CON-07,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-CON-05;RAW-CON-07,LM-SGV-TIN7-4920462481#F0197,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0096-STT11,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN7-4920462481#F0197,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0097-STT12,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGV-TIN7-4920462481#F0197,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0098-STT13,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02,LM-SGK-TIN7-0001#F0099,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G7-R0099-STT14,7,Bài 7: Tính toán tự động trên bảng tính,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-02;RAW-DUP-04,LM-SGV-TIN7-4920462481#F0197,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_01
HNMU-G6-R0128-STT1,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0129-STT2,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-05;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-05;RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0131-STT4,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0132-STT5,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0133-STT6,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0134-STT7,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0135-STT8,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0136-STT9,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0138-STT11,6,Bài 10: Sơ đồ tư duy,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0177-STT8,6,Bài 13: Tìm kiếm và thay thế,Có tiêu chí cần HNMU/UET xác nhận: RAW-PED-02,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-PED-02,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0183-STT14,6,Bài 13: Tìm kiếm và thay thế,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-04,LM-SGV-TIN6-4918798731#F0289,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0212-STT1,6,Bài 16: Các cấu trúc điều khiển,Có tiêu chí cần HNMU/UET xác nhận: RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0218-STT7,6,Bài 16: Các cấu trúc điều khiển,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-05,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-05,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0225-STT14,6,Bài 16: Các cấu trúc điều khiển,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-05,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-05,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0031-STT2,6,Bài 3. Thông tin trong máy tinh,Có tiêu chí cần HNMU/UET xác nhận: RAW-PED-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-PED-02;RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0032-STT3,6,Bài 3. Thông tin trong máy tinh,Có tiêu chí cần HNMU/UET xác nhận: RAW-PED-02;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-PED-02;RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0035-STT6,6,Bài 3. Thông tin trong máy tinh,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-05;RAW-DUP-04,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-05;RAW-DUP-04,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
HNMU-G6-R0036-STT7,6,Bài 3. Thông tin trong máy tinh,Có tiêu chí cần HNMU/UET xác nhận: RAW-CON-05,medium,"Vui lòng xác nhận các tiêu chí còn chưa chắc, đặc biệt sự khớp giữa câu hỏi, đáp án SGV, hội thoại, mức nhận thức và học liệu liên quan.",RAW-CON-05,,orchestrator-strict-aggregate-sync-from-checklist,2026-07-20T00:00:00+07:00,shard_02
