coverage_id,topic_id,topic_label,topic_lesson_scope,task_id,task_name,cognitive_level,primary_format_family,secondary_format_family,primary_student_work_type,secondary_student_work_type,student_work_type_note,coverage_priority,p06_example_priority,why_cover,authoring_hint,risk_or_review_note
P05-COV-066,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T2,Phản hồi bài làm hoặc lập luận của học sinh,Vận dụng,F04,F05,SWT08,SWT04,"Ưu tiên sản phẩm/thao tác dựng video có lỗi, thiếu bước hoặc cần nhận xét.",core,cao,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Vận dụng trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 9b–13b; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-067,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T3,Gợi ý từng bước để học sinh tự đi tiếp,Biết,F05,F03,SWT08,SWT04,"Ưu tiên học sinh bị kẹt khi chuẩn bị dữ liệu, dựng, biên tập hoặc xuất video.",optional,thấp,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Biết trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 9b–13b; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-068,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T3,Gợi ý từng bước để học sinh tự đi tiếp,Hiểu,F05,F03,SWT08,SWT04,"Ưu tiên học sinh bị kẹt khi chuẩn bị dữ liệu, dựng, biên tập hoặc xuất video.",recommended,trung bình,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Hiểu trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 9b–13b; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-069,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T3,Gợi ý từng bước để học sinh tự đi tiếp,Vận dụng,F05,F03,SWT08,SWT04,"Ưu tiên học sinh bị kẹt khi chuẩn bị dữ liệu, dựng, biên tập hoặc xuất video.",core,cao,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Vận dụng trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 9b–13b; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-070,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Biết,F04,F05,SWT08,SWT04,"Ưu tiên sản phẩm/thao tác dựng video có lỗi, thiếu bước hoặc cần nhận xét.",optional,thấp,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Biết trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 9b–13b; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-071,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Hiểu,F04,F05,SWT08,SWT04,"Ưu tiên sản phẩm/thao tác dựng video có lỗi, thiếu bước hoặc cần nhận xét.",core,cao,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Hiểu trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 9b–13b; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-072,TIN9-CD04B,Làm quen với phần mềm làm video,Bài 9b–13b,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Vận dụng,F04,F05,SWT08,SWT04,"Ưu tiên sản phẩm/thao tác dựng video có lỗi, thiếu bước hoặc cần nhận xét.",core,cao,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Vận dụng trong cụm chủ đề “Làm quen với phần mềm làm video”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 9b–13b; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-073,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T1,Giải thích thích ứng,Biết,F06,F01,SWT01,SWT06,Ở mức Biết có thể hỏi khái niệm bài toán tin học/thuật toán; mức cao hơn chuyển dần sang thuật toán/chương trình.,core,cao,"Ô này kiểm tra khả năng “Giải thích thích ứng” ở mức Biết trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Tạo tình huống học sinh hỏi hoặc chưa hiểu một khái niệm/thao tác thuộc Bài 14–16; tutor cần giải thích vừa sức ở mức Biết.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-074,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T1,Giải thích thích ứng,Hiểu,F06,F01,SWT06,SWT05,"Ưu tiên thuật toán, mô tả bước giải hoặc chương trình để gắn với giải quyết vấn đề.",core,cao,"Ô này kiểm tra khả năng “Giải thích thích ứng” ở mức Hiểu trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Tạo tình huống học sinh hỏi hoặc chưa hiểu một khái niệm/thao tác thuộc Bài 14–16; tutor cần giải thích vừa sức ở mức Hiểu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-075,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T1,Giải thích thích ứng,Vận dụng,F06,F01,SWT06,SWT05,"Ưu tiên thuật toán, mô tả bước giải hoặc chương trình để gắn với giải quyết vấn đề.",recommended,trung bình,"Ô này kiểm tra khả năng “Giải thích thích ứng” ở mức Vận dụng trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Tạo tình huống học sinh hỏi hoặc chưa hiểu một khái niệm/thao tác thuộc Bài 14–16; tutor cần giải thích vừa sức ở mức Vận dụng.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-076,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T2,Phản hồi bài làm hoặc lập luận của học sinh,Biết,F04,F06,SWT05,SWT06,Ưu tiên đoạn mã Python/chương trình hoặc mô tả thuật toán có lỗi/thiếu để tutor phản hồi hoặc chẩn đoán.,recommended,trung bình,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Biết trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 14–16; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-077,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T2,Phản hồi bài làm hoặc lập luận của học sinh,Hiểu,F04,F06,SWT05,SWT06,Ưu tiên đoạn mã Python/chương trình hoặc mô tả thuật toán có lỗi/thiếu để tutor phản hồi hoặc chẩn đoán.,core,cao,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Hiểu trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 14–16; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-078,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T2,Phản hồi bài làm hoặc lập luận của học sinh,Vận dụng,F04,F06,SWT05,SWT06,Ưu tiên đoạn mã Python/chương trình hoặc mô tả thuật toán có lỗi/thiếu để tutor phản hồi hoặc chẩn đoán.,core,cao,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Vận dụng trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 14–16; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-079,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T3,Gợi ý từng bước để học sinh tự đi tiếp,Biết,F06,F04,SWT06,SWT05,Ưu tiên học sinh bị kẹt ở bước thiết kế thuật toán hoặc hoàn thiện chương trình.,optional,thấp,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Biết trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 14–16; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-080,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T3,Gợi ý từng bước để học sinh tự đi tiếp,Hiểu,F06,F04,SWT06,SWT05,Ưu tiên học sinh bị kẹt ở bước thiết kế thuật toán hoặc hoàn thiện chương trình.,recommended,trung bình,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Hiểu trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 14–16; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-081,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T3,Gợi ý từng bước để học sinh tự đi tiếp,Vận dụng,F06,F04,SWT06,SWT05,Ưu tiên học sinh bị kẹt ở bước thiết kế thuật toán hoặc hoàn thiện chương trình.,core,cao,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Vận dụng trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 14–16; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-082,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Biết,F04,F06,SWT05,SWT06,Ưu tiên đoạn mã Python/chương trình hoặc mô tả thuật toán có lỗi/thiếu để tutor phản hồi hoặc chẩn đoán.,optional,thấp,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Biết trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 14–16; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-083,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Hiểu,F04,F06,SWT05,SWT06,Ưu tiên đoạn mã Python/chương trình hoặc mô tả thuật toán có lỗi/thiếu để tutor phản hồi hoặc chẩn đoán.,core,cao,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Hiểu trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 14–16; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-084,TIN9-CD05,Giải quyết vấn đề với sự trợ giúp của máy tính,Bài 14–16,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Vận dụng,F04,F06,SWT05,SWT06,Ưu tiên đoạn mã Python/chương trình hoặc mô tả thuật toán có lỗi/thiếu để tutor phản hồi hoặc chẩn đoán.,core,cao,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Vận dụng trong cụm chủ đề “Giải quyết vấn đề với sự trợ giúp của máy tính”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 14–16; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-085,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T1,Giải thích thích ứng,Biết,F01,F03,SWT01,SWT03,Ưu tiên câu hỏi khái niệm hoặc nhận định về nghề nghiệp liên quan đến Tin học.,core,cao,"Ô này kiểm tra khả năng “Giải thích thích ứng” ở mức Biết trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Tạo tình huống học sinh hỏi hoặc chưa hiểu một khái niệm/thao tác thuộc Bài 17; tutor cần giải thích vừa sức ở mức Biết.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-086,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T1,Giải thích thích ứng,Hiểu,F01,F03,SWT01,SWT03,Ưu tiên câu hỏi khái niệm hoặc nhận định về nghề nghiệp liên quan đến Tin học.,core,cao,"Ô này kiểm tra khả năng “Giải thích thích ứng” ở mức Hiểu trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Tạo tình huống học sinh hỏi hoặc chưa hiểu một khái niệm/thao tác thuộc Bài 17; tutor cần giải thích vừa sức ở mức Hiểu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-087,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T1,Giải thích thích ứng,Vận dụng,F01,F03,SWT01,SWT03,Ưu tiên câu hỏi khái niệm hoặc nhận định về nghề nghiệp liên quan đến Tin học.,recommended,trung bình,"Ô này kiểm tra khả năng “Giải thích thích ứng” ở mức Vận dụng trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Tạo tình huống học sinh hỏi hoặc chưa hiểu một khái niệm/thao tác thuộc Bài 17; tutor cần giải thích vừa sức ở mức Vận dụng.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-088,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T2,Phản hồi bài làm hoặc lập luận của học sinh,Biết,F03,F02,SWT02,SWT03,"Ở mức Biết, có thể dùng đáp án trắc nghiệm kèm yêu cầu giải thích để tutor phản hồi đúng-sai-thiếu.",recommended,trung bình,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Biết trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 17; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-089,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T2,Phản hồi bài làm hoặc lập luận của học sinh,Hiểu,F03,F02,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",core,cao,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Hiểu trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 17; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-090,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T2,Phản hồi bài làm hoặc lập luận của học sinh,Vận dụng,F03,F02,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",core,cao,"Ô này kiểm tra khả năng “Phản hồi bài làm hoặc lập luận của học sinh” ở mức Vận dụng trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh đưa một câu trả lời/sản phẩm/lập luận thuộc Bài 17; tutor cần nhận xét đúng-sai-thiếu và hướng sửa.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức."
P05-COV-091,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T3,Gợi ý từng bước để học sinh tự đi tiếp,Biết,F03,F01,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",deferred,chưa cần,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Biết trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 17; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức. Riêng chủ đề hướng nghiệp có thể ít tự nhiên cho gợi ý từng bước/chẩn đoán lỗi, nên ưu tiên thấp hơn."
P05-COV-092,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T3,Gợi ý từng bước để học sinh tự đi tiếp,Hiểu,F03,F01,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",optional,thấp,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Hiểu trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 17; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức. Riêng chủ đề hướng nghiệp có thể ít tự nhiên cho gợi ý từng bước/chẩn đoán lỗi, nên ưu tiên thấp hơn."
P05-COV-093,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T3,Gợi ý từng bước để học sinh tự đi tiếp,Vận dụng,F03,F01,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",recommended,trung bình,"Ô này kiểm tra khả năng “Gợi ý từng bước để học sinh tự đi tiếp” ở mức Vận dụng trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.",Cho học sinh bị kẹt ở một bước thuộc Bài 17; cột note nên ghi mức hỗ trợ tiếng Việt như Gợi mở/Gợi ý/Hướng dẫn/Làm mẫu.,"Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức. Riêng chủ đề hướng nghiệp có thể ít tự nhiên cho gợi ý từng bước/chẩn đoán lỗi, nên ưu tiên thấp hơn."
P05-COV-094,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Biết,F03,F01,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",deferred,chưa cần,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Biết trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 17; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức. Riêng chủ đề hướng nghiệp có thể ít tự nhiên cho gợi ý từng bước/chẩn đoán lỗi, nên ưu tiên thấp hơn."
P05-COV-095,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Hiểu,F03,F01,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",recommended,trung bình,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Hiểu trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 17; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức. Riêng chủ đề hướng nghiệp có thể ít tự nhiên cho gợi ý từng bước/chẩn đoán lỗi, nên ưu tiên thấp hơn."
P05-COV-096,TIN9-CD06,Hướng nghiệp với tin học,Bài 17,T4,"Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng",Vận dụng,F03,F01,SWT03,SWT01,"Ưu tiên câu trả lời/lập luận ngắn về nghề nghiệp, năng lực hoặc định hướng học tập.",recommended,trung bình,"Ô này kiểm tra khả năng “Chẩn đoán lỗi, hiểu lầm hoặc thiếu nền tảng” ở mức Vận dụng trong cụm chủ đề “Hướng nghiệp với tin học”, giúp tránh benchmark chỉ phủ kiến thức hoặc chỉ phủ một kiểu hành vi gia sư.","Cho học sinh thể hiện lỗi, hiểu lầm hoặc thiếu nền tảng thuộc Bài 17; tutor cần chẩn đoán trước khi hướng dẫn tiếp.","Tên chủ đề lấy từ OCR mục lục SGK Tin học 9, cần HNMU/UET rà soát trước khi chốt mã chính thức. Riêng chủ đề hướng nghiệp có thể ít tự nhiên cho gợi ý từng bước/chẩn đoán lỗi, nên ưu tiên thấp hơn."
