sample_id,grade,lesson,bloom_band,quality_decision,confidence_score,failure_reasons,suggested_reviewer_action,needs_sgv_verification,needs_learning_resource_review
HNMU-G9-R0139-STT12,9,10a. Sử dụng hàm Countif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0140-STT13,9,10a. Sử dụng hàm Countif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0141-STT14,9,10a. Sử dụng hàm Countif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0142-STT1,9,11a. Sử dụng hàm Sumif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0143-STT2,9,11a. Sử dụng hàm Sumif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0144-STT3,9,11a. Sử dụng hàm Sumif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0145-STT4,9,11a. Sử dụng hàm Sumif,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0146-STT5,9,11a. Sử dụng hàm Sumif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0147-STT6,9,11a. Sử dụng hàm Sumif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0148-STT7,9,11a. Sử dụng hàm Sumif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0149-STT8,9,11a. Sử dụng hàm Sumif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0150-STT9,9,11a. Sử dụng hàm Sumif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0151-STT10,9,11a. Sử dụng hàm Sumif,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0152-STT11,9,11a. Sử dụng hàm Sumif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0153-STT12,9,11a. Sử dụng hàm Sumif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0154-STT13,9,11a. Sử dụng hàm Sumif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0155-STT14,9,11a. Sử dụng hàm Sumif,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0156-STT1,9,Bài 12a: Sử dụng hàm IF,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0157-STT2,9,Bài 12a: Sử dụng hàm IF,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0158-STT3,9,Bài 12a: Sử dụng hàm IF,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0159-STT4,9,Bài 12a: Sử dụng hàm IF,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0160-STT5,9,Bài 12a: Sử dụng hàm IF,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0161-STT6,9,Bài 12a: Sử dụng hàm IF,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0162-STT7,9,Bài 12a: Sử dụng hàm IF,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0163-STT8,9,Bài 12a: Sử dụng hàm IF,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0164-STT9,9,Bài 12a: Sử dụng hàm IF,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0165-STT10,9,Bài 12a: Sử dụng hàm IF,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0166-STT11,9,Bài 12a: Sử dụng hàm IF,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0167-STT12,9,Bài 12a: Sử dụng hàm IF,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0168-STT13,9,Bài 12a: Sử dụng hàm IF,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0169-STT14,9,Bài 12a: Sử dụng hàm IF,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0170-STT1,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0171-STT2,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0172-STT3,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0173-STT4,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0174-STT5,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0175-STT6,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0176-STT7,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0177-STT8,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0178-STT9,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0179-STT10,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0180-STT11,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0181-STT12,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0182-STT13,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0183-STT14,9,Bài 13a: Hoàn thiện bảng tính quản lí tài chính gia đình,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0184-STT1,9,[9b]: Các chức năng chính của phần mềm làm Video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0185-STT2,9,[9b]: Các chức năng chính của phần mềm làm Video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0186-STT3,9,[9b]: Các chức năng chính của phần mềm làm Video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0187-STT4,9,[9b]: Các chức năng chính của phần mềm làm Video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0188-STT5,9,[9b]: Các chức năng chính của phần mềm làm Video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0189-STT6,9,[9b]: Các chức năng chính của phần mềm làm Video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0190-STT7,9,[9b]: Các chức năng chính của phần mềm làm Video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0191-STT8,9,[9b]: Các chức năng chính của phần mềm làm Video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0192-STT9,9,[9b]: Các chức năng chính của phần mềm làm Video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0193-STT10,9,[9b]: Các chức năng chính của phần mềm làm Video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0194-STT11,9,[9b]: Các chức năng chính của phần mềm làm Video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0195-STT12,9,[9b]: Các chức năng chính của phần mềm làm Video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0196-STT13,9,[9b]: Các chức năng chính của phần mềm làm Video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0197-STT14,9,[9b]: Các chức năng chính của phần mềm làm Video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0198-STT1,9,[10b]: Chuẩn bị dữ liệu và dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0199-STT2,9,[10b]: Chuẩn bị dữ liệu và dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0200-STT3,9,[10b]: Chuẩn bị dữ liệu và dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0201-STT4,9,[10b]: Chuẩn bị dữ liệu và dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0202-STT5,9,[10b]: Chuẩn bị dữ liệu và dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0203-STT6,9,[10b]: Chuẩn bị dữ liệu và dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0204-STT7,9,[10b]: Chuẩn bị dữ liệu và dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0205-STT8,9,[10b]: Chuẩn bị dữ liệu và dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0206-STT9,9,[10b]: Chuẩn bị dữ liệu và dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0207-STT10,9,[10b]: Chuẩn bị dữ liệu và dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0208-STT11,9,[10b]: Chuẩn bị dữ liệu và dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0209-STT12,9,[10b]: Chuẩn bị dữ liệu và dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0210-STT13,9,[10b]: Chuẩn bị dữ liệu và dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0211-STT14,9,[10b]: Chuẩn bị dữ liệu và dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0212-STT1,9,[11b]: Thực hành Dựng video theo kịch bản,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0213-STT2,9,[11b]: Thực hành Dựng video theo kịch bản,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0214-STT3,9,[11b]: Thực hành Dựng video theo kịch bản,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0215-STT4,9,[11b]: Thực hành Dựng video theo kịch bản,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0216-STT5,9,[11b]: Thực hành Dựng video theo kịch bản,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0217-STT6,9,[11b]: Thực hành Dựng video theo kịch bản,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0218-STT7,9,[11b]: Thực hành Dựng video theo kịch bản,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0219-STT8,9,[11b]: Thực hành Dựng video theo kịch bản,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0220-STT9,9,[11b]: Thực hành Dựng video theo kịch bản,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0221-STT10,9,[11b]: Thực hành Dựng video theo kịch bản,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0222-STT11,9,[11b]: Thực hành Dựng video theo kịch bản,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0223-STT12,9,[11b]: Thực hành Dựng video theo kịch bản,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0224-STT13,9,[11b]: Thực hành Dựng video theo kịch bản,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0225-STT14,9,[11b]: Thực hành Dựng video theo kịch bản,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0226-STT1,9,[12b]: Hoàn thành việc dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0227-STT2,9,[12b]: Hoàn thành việc dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0228-STT3,9,[12b]: Hoàn thành việc dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0229-STT4,9,[12b]: Hoàn thành việc dựng video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0230-STT5,9,[12b]: Hoàn thành việc dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0231-STT6,9,[12b]: Hoàn thành việc dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0232-STT7,9,[12b]: Hoàn thành việc dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0233-STT8,9,[12b]: Hoàn thành việc dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0234-STT9,9,[12b]: Hoàn thành việc dựng video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0235-STT10,9,[12b]: Hoàn thành việc dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0236-STT11,9,[12b]: Hoàn thành việc dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0237-STT12,9,[12b]: Hoàn thành việc dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0238-STT13,9,[12b]: Hoàn thành việc dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0239-STT14,9,[12b]: Hoàn thành việc dựng video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0240-STT1,9,[13b]: Biên tập và xuất video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0241-STT2,9,[13b]: Biên tập và xuất video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0242-STT3,9,[13b]: Biên tập và xuất video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0243-STT4,9,[13b]: Biên tập và xuất video,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0244-STT5,9,[13b]: Biên tập và xuất video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0245-STT6,9,[13b]: Biên tập và xuất video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0246-STT7,9,[13b]: Biên tập và xuất video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0247-STT8,9,[13b]: Biên tập và xuất video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0248-STT9,9,[13b]: Biên tập và xuất video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0249-STT10,9,[13b]: Biên tập và xuất video,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0250-STT11,9,[13b]: Biên tập và xuất video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0251-STT12,9,[13b]: Biên tập và xuất video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0252-STT13,9,[13b]: Biên tập và xuất video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0253-STT14,9,[13b]: Biên tập và xuất video,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0254-STT1,9,Bài 14: Giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0255-STT2,9,Bài 14: Giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0256-STT3,9,Bài 14: Giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0257-STT4,9,Bài 14: Giải quyết vấn đề,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0258-STT5,9,Bài 14: Giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0259-STT6,9,Bài 14: Giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0260-STT7,9,Bài 14: Giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0261-STT8,9,Bài 14: Giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0262-STT9,9,Bài 14: Giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0263-STT10,9,Bài 14: Giải quyết vấn đề,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0264-STT11,9,Bài 14: Giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0265-STT12,9,Bài 14: Giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0266-STT13,9,Bài 14: Giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0267-STT14,9,Bài 14: Giải quyết vấn đề,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0268-STT1,9,Bài 15: Bài toán tin học,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0269-STT2,9,Bài 15: Bài toán tin học,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0270-STT3,9,Bài 15: Bài toán tin học,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0271-STT4,9,Bài 15: Bài toán tin học,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0272-STT5,9,Bài 15: Bài toán tin học,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0273-STT6,9,Bài 15: Bài toán tin học,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0274-STT7,9,Bài 15: Bài toán tin học,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0275-STT8,9,Bài 15: Bài toán tin học,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0276-STT9,9,Bài 15: Bài toán tin học,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0277-STT10,9,Bài 15: Bài toán tin học,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0278-STT11,9,Bài 15: Bài toán tin học,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0279-STT12,9,Bài 15: Bài toán tin học,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0280-STT13,9,Bài 15: Bài toán tin học,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0281-STT14,9,Bài 15: Bài toán tin học,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0282-STT1,9,Bài 16: Thực hành: Lập chương trình máy tính,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0283-STT2,9,Bài 16: Thực hành: Lập chương trình máy tính,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0284-STT3,9,Bài 16: Thực hành: Lập chương trình máy tính,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0285-STT4,9,Bài 16: Thực hành: Lập chương trình máy tính,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0286-STT5,9,Bài 16: Thực hành: Lập chương trình máy tính,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0287-STT6,9,Bài 16: Thực hành: Lập chương trình máy tính,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0288-STT7,9,Bài 16: Thực hành: Lập chương trình máy tính,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0289-STT8,9,Bài 16: Thực hành: Lập chương trình máy tính,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0290-STT9,9,Bài 16: Thực hành: Lập chương trình máy tính,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0291-STT10,9,Bài 16: Thực hành: Lập chương trình máy tính,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0292-STT11,9,Bài 16: Thực hành: Lập chương trình máy tính,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0293-STT12,9,Bài 16: Thực hành: Lập chương trình máy tính,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0294-STT13,9,Bài 16: Thực hành: Lập chương trình máy tính,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0295-STT14,9,Bài 16: Thực hành: Lập chương trình máy tính,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0296-STT1,9,Bài 17: Tin học và thế giới nghề nghiệp,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0297-STT2,9,Bài 17: Tin học và thế giới nghề nghiệp,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0298-STT3,9,Bài 17: Tin học và thế giới nghề nghiệp,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0299-STT4,9,Bài 17: Tin học và thế giới nghề nghiệp,Nhận biết,pass,1.0,,keep,false,false
HNMU-G9-R0300-STT5,9,Bài 17: Tin học và thế giới nghề nghiệp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0301-STT6,9,Bài 17: Tin học và thế giới nghề nghiệp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0302-STT7,9,Bài 17: Tin học và thế giới nghề nghiệp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0303-STT8,9,Bài 17: Tin học và thế giới nghề nghiệp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0304-STT9,9,Bài 17: Tin học và thế giới nghề nghiệp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0305-STT10,9,Bài 17: Tin học và thế giới nghề nghiệp,Thông hiểu,pass,1.0,,keep,false,false
HNMU-G9-R0306-STT11,9,Bài 17: Tin học và thế giới nghề nghiệp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0307-STT12,9,Bài 17: Tin học và thế giới nghề nghiệp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0308-STT13,9,Bài 17: Tin học và thế giới nghề nghiệp,Vận dụng,pass,1.0,,keep,false,false
HNMU-G9-R0309-STT14,9,Bài 17: Tin học và thế giới nghề nghiệp,Vận dụng,pass,1.0,,keep,false,false
