sample_id,source_file,source_row_number,grade,lesson,quality_decision_suggestion,confidence_score,failure_reasons,suggested_reviewer_action,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,evidence_fragment_ids,checked_by,checked_at
HNMU-G7-R0213-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,213,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0214-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,214,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0215-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,215,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0216-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,216,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0217-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,217,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0218-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,218,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0401,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0219-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,219,7,Bài 16. Thuật toán sắp xếp,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0220-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,220,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0221-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,221,7,Bài 16. Thuật toán sắp xếp,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0222-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,222,7,Bài 16. Thuật toán sắp xếp,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0223-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,223,7,Bài 16. Thuật toán sắp xếp,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0224-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,224,7,Bài 16. Thuật toán sắp xếp,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN7-4920462481#F0401,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0225-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,225,7,Bài 16. Thuật toán sắp xếp,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0290,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0044-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,44,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0045-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,45,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0046-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,46,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,needs_human_review,0.58,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.,ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0047-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,47,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Thông hiểu; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0046,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0048-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,48,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0049-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,49,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0050-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,50,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0051-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,51,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0052-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,52,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN7-4920462481#F0127,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0053-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,53,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0054-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,54,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,needs_human_review,0.58,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin.,ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0055-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,55,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0056-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,56,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,needs_human_review,0.58,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-04: Hội thoại có thể đúng hướng nhưng chưa đủ dấu hiệu từ khóa để tự tin.,ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0057-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,57,7,Bài 4. Mạng xã hội và một số kênh trao đổi thông tin trên Internet,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0041,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0086-STT1,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,86,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0087-STT2,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,87,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0088-STT3,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,88,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0101,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0089-STT4,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,89,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Nhận biết, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0098,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0090-STT5,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,90,7,Bài 7: Tính toán tự động trên bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0091-STT6,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,91,7,Bài 7: Tính toán tự động trên bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0092-STT7,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,92,7,Bài 7: Tính toán tự động trên bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0093-STT8,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,93,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0094-STT9,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,94,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0095-STT10,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,95,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-CON-05: Mức raw là Thông hiểu, trong khi câu hỏi có dấu hiệu Vận dụng; cần người xem lại.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0197,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0096-STT11,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,96,7,Bài 7: Tính toán tự động trên bảng tính,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN7-4920462481#F0197,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0097-STT12,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,97,7,Bài 7: Tính toán tự động trên bảng tính,pass,0.72,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng.",keep,false,true,true,LM-SGV-TIN7-4920462481#F0197,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0098-STT13,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,98,7,Bài 7: Tính toán tự động trên bảng tính,pass,0.70,RAW-CON-02: Có đáp án SGV trong raw data nhưng retrieval chưa tìm được SGV tương ứng đủ chắc.,keep,false,true,true,LM-SGK-TIN7-0001#F0099,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
HNMU-G7-R0099-STT14,shared/raw_data/HNMU-teacher_dialog_samples/Lớp 7.xlsx,99,7,Bài 7: Tính toán tự động trên bảng tính,needs_human_review,0.58,"RAW-CON-02: Đáp án SGV raw có nội dung và có evidence SGV liên quan, nhưng fragment draft/top-1 chưa đủ để specialist tự xác nhận chuyên môn cuối cùng. | RAW-DUP-04: Hội thoại ngắn và mở đầu khá khuôn mẫu; cần so pattern toàn batch nếu mẫu quan trọng.",ask_hnmu_review,true,true,true,LM-SGV-TIN7-4920462481#F0197,hnmu-dialogue-auditor(single-agent-shard-01),2026-07-17T23:19:58+07:00
