review_priority,queue_type,eligibility_status,benchmark_candidate_id,sample_id,grade,lesson,bloom_level,has_history,history_turn_count,target_tutor_turn_index,family_position,required_principle_set,alternative_principle_set,review_reasons,principle_scores_json,flagged_details_json,uet_disposition,uet_notes
3,flagged,needs_uet_review,BC-HNMU-G8-R0173-STT4-AI04,HNMU-G8-R0173-STT4,8,"[9b] Thay đổi khung hình, kích thước ảnh",Nhận biết,true,2,4,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""conversation_history (turn_index 3): Là Crop ạ."",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời \""Là Crop ạ\"" cho câu hỏi gợi ý của gia sư và rất cần biết câu trả lời này có chính xác hay không để định hình tiếp suy nghĩ của mình.\nNếu bỏ nguyên tắc này: Nếu không có phản hồi xác nhận câu trả lời của học sinh, tiến trình tương tác sẽ bị đứt gãy, học sinh sẽ hoang mang không biết mình đã dùng đúng thuật ngữ chuyên nghiệp hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0173-STT4-AI06,HNMU-G8-R0173-STT4,8,"[9b] Thay đổi khung hình, kích thước ảnh",Nhận biết,true,4,6,last,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_index 5)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã đưa ra câu trả lời cho hai thuật ngữ còn lại ('Rotate' và 'Scale') dưới dạng một câu hỏi xác nhận ('phải không thầy?'). Học sinh cần được gia sư đánh giá và xác nhận ngay lập tức xem câu trả lời của mình đã chính xác chưa để hoàn thiện nội dung tóm tắt.\n\nNếu bỏ nguyên tắc này: Một phản hồi chuyển ngay sang nhiệm vụ khác hoặc giải thích lý thuyết chung chung mà bỏ qua việc nhận xét tính đúng đắn của 'Rotate' và 'Scale' sẽ khiến học sinh bị bỏ rơi trong suy nghĩ của mình và không thể chắc chắn về kiến thức vừa đưa ra."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0177-STT8-AI04,HNMU-G8-R0177-STT8,8,"[9b] Thay đổi khung hình, kích thước ảnh",Thông hiểu,true,2,4,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":4,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":1,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""conversation_history lượt 3: 'Dạ thấy, nó đang dính vào nhau ạ.'"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã phản hồi đúng về trạng thái quan sát của mình ('nó đang dính vào nhau'). Học sinh cần nhận được sự xác nhận từ gia sư rằng quan sát này là chính xác và đóng vai trò mấu chốt để giải quyết vấn đề. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua thông tin thực tế học sinh vừa cung cấp, làm mất đi sự tương tác cá nhân hóa và khiến học sinh hoang mang không biết trạng thái đó có ý nghĩa gì."",""requirement_score"":4}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0177-STT8-AI06,HNMU-G8-R0177-STT8,8,"[9b] Thay đổi khung hình, kích thước ảnh",Thông hiểu,true,4,6,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""turn_index: 5"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã phản hồi câu hỏi gợi mở của gia sư bằng một phán đoán cụ thể ('Phải cắt bớt đi ạ? Vậy là dùng Crop!'). Học sinh có nhu cầu sư phạm rõ ràng là cần được xác nhận xem phán đoán lựa chọn công cụ này của mình đã đúng hướng hay chưa.\nNếu bỏ nguyên tắc này: Một phản hồi không đưa ra nhận xét hay xác nhận về câu trả lời 'dùng Crop' của học sinh sẽ khiến học sinh hoang mang, không biết mình đã chọn đúng công cụ để giải quyết vấn đề ảnh méo chưa, làm đứt gãy mạch tương tác."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0178-STT9-AI04,HNMU-G8-R0178-STT9,8,"[9b] Thay đổi khung hình, kích thước ảnh",Thông hiểu,true,2,4,middle,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (lượt 3) và student_prompt"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời \""Một nửa của 360 là 180 độ\"" cho câu hỏi gợi mở của gia sư. Học sinh cần được xác nhận tính đúng đắn của phép tính này và được liên hệ trực tiếp kết quả đó với câu hỏi ban đầu về việc lộn ngược ảnh. Nếu bỏ nguyên tắc này: Học sinh sẽ không nhận được sự đánh giá về câu trả lời của mình, dẫn đến việc không chắc chắn liệu 180 độ có phải là đáp án đúng để điền vào ô Angle hay không."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0181-STT12-AI08,HNMU-G8-R0181-STT12,8,"[9b] Thay đổi khung hình, kích thước ảnh",Vận dụng,true,6,8,last,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":2,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":1,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""turn_index: 7: \""Em nhập 600, Height tự tụt xuống 900 rồi ạ. Em bấm nút Scale trên bảng này luôn nhé?\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã thực hiện đúng bước nhập kích thước và cần một sự xác nhận rõ ràng, kịp thời cho hành động tiếp theo (\""Em bấm nút Scale trên bảng này luôn nhé?\"") để tự tin tiến hành thao tác thay đổi kích thước ảnh.\nNếu bỏ nguyên tắc này: Một phản hồi đi thẳng vào hướng dẫn xuất file hoặc hỏi câu hỏi khác mà không xác nhận thao tác của học sinh sẽ khiến họ hoang mang, không biết mình đã thực hiện đúng bước trung gian này hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0183-STT14-AI06,HNMU-G8-R0183-STT14,8,"[9b] Thay đổi khung hình, kích thước ảnh",Vận dụng,true,4,6,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""conversation_history (turn_index: 5)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra một suy luận logic quan trọng ở lượt 5 (\""nên làm Scale cuối cùng để không bị mờ\"") và rất cần một phản hồi xác nhận tính đúng đắn của câu trả lời này để củng cố niềm tin. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua nỗ lực tư duy của học sinh, khiến học sinh không chắc chắn liệu kết luận của mình đã đúng hay chưa để làm cơ sở cho bước suy luận tiếp theo."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0183-STT14-AI08,HNMU-G8-R0183-STT14,8,"[9b] Thay đổi khung hình, kích thước ảnh",Vận dụng,true,6,8,last,"[""PRINCIPLE-PRACTICE"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":4,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_7), gold_answer"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã đưa ra câu trả lời hoàn chỉnh cho toàn bộ quy trình ở lượt 7 ('Xoay trước, rồi cắt viền', kết hợp với lượt 5 là 'Scale cuối cùng'). Học sinh cần được xác nhận một cách tường minh và chính xác rằng quy trình Rotate -> Crop -> Scale mà mình vừa rút ra là hoàn toàn đúng đắn và tối ưu trước khi bắt tay vào làm. Nếu bỏ nguyên tắc này: Phản hồi tiếp theo sẽ bỏ qua câu trả lời cốt lõi của học sinh, khiến học sinh hoang mang không biết kết luận của mình đã thực sự đúng và đủ điều kiện để áp dụng vào thực hành chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0184-STT1-AI04,HNMU-G8-R0184-STT1,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Nhận biết,true,2,4,middle,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-PRACTICE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_index 3): \""Dạ là Text ạ.\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa trả lời câu hỏi gợi mở của gia sư ở lượt trước bằng từ \""Text\"" và cần được xác nhận ngay xem câu trả lời đó đã chính xác hay chưa, từ đó định hướng sang việc tìm kiếm biểu tượng của nó. Nếu bỏ nguyên tắc này: Nếu không ghi nhận và đánh giá câu trả lời \""Text\"" của học sinh mà chuyển thẳng sang hướng dẫn khác, học sinh sẽ không chắc chắn về kiến thức mình vừa đưa ra và mạch hội thoại sẽ bị đứt gãy."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0184-STT1-AI06,HNMU-G8-R0184-STT1,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Nhận biết,true,4,6,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history (turn 5)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã thực hiện theo gợi ý ở lượt trước và tìm ra biểu tượng chữ A kèm dòng chữ \""Text Tool\"". Học sinh cần nhận được sự xác nhận ngay lập tức rằng phát hiện này là hoàn toàn chính xác để có sự tự tin tiếp tục hành động.\nNếu bỏ nguyên tắc này: Một phản hồi bỏ qua việc đánh giá câu trả lời của học sinh sẽ làm đứt gãy mạch giao tiếp, khiến học sinh hoang mang không biết mình đã tìm đúng công cụ cần thiết hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0185-STT2-AI06,HNMU-G8-R0185-STT2,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Nhận biết,true,4,6,middle,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-PRACTICE"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-MODELLING"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":3,""PRINCIPLE-PRACTICE"":4,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""conversation_history (turn_index: 5, student: \""Nghĩa là độ sáng ạ.\"")"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã trả lời đúng nghĩa của từ \""Brightness\"" ở lượt 5. Phản hồi tiếp theo cần ngay lập tức xác nhận câu trả lời này là đúng, từ đó giúp học sinh tự tin khẳng định hướng đi của mình và liên kết trực tiếp với công cụ Brightness-Contrast cần tìm.\nNếu bỏ nguyên tắc này: Nếu không ghi nhận câu trả lời của học sinh mà chuyển ngay sang câu hỏi khác hoặc giải thích mới, học sinh sẽ cảm thấy hụt hẫng, không chắc chắn câu trả lời của mình đã đúng hay chưa, làm giảm hiệu quả của phương pháp gợi mở."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0190-STT7-AI06,HNMU-G8-R0190-STT7,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thông hiểu,true,4,6,last,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history lượt 5"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh đã thực hành và báo cáo lại kết quả quan sát trực quan cụ thể (\""đường viền nổi cộm lên, rõ hơn hẳn\""). Học sinh cần nhận được phản hồi ngay để xác nhận xem quan sát đó có đúng là bản chất kỹ thuật của hiệu ứng Sharpen hay không.\nNếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua kết quả thực hành thực tế của học sinh, làm mất đi sự tương tác cá nhân hóa và khiến học sinh không chắc chắn liệu mình đã hiểu đúng hiện tượng đồ họa hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0191-STT8-AI08,HNMU-G8-R0191-STT8,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thông hiểu,true,6,8,last,"[""PRINCIPLE-PRACTICE"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":4,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""Lượt 7 trong conversation_history: \""Thì ảnh bị gắt quá, mất hết chi tiết thật, nhìn giả trân thầy ạ.\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra một phát hiện và nhận xét rất chính xác bằng ngôn ngữ tự nhiên ở lượt 7 (\""ảnh bị gắt quá, mất hết chi tiết thật, nhìn giả trân\""). Học sinh cần được gia sư ghi nhận ngay lập tức, xác nhận tính đúng đắn và liên kết những mô tả đời thường này với thuật ngữ chuyên môn về độ tương phản. Nếu bỏ nguyên tắc này: Phản hồi của gia sư nếu bỏ qua câu trả lời xuất sắc này của học sinh mà chuyển thẳng sang nội dung khác sẽ làm mất tính tương tác cá nhân hóa, khiến học sinh hụt hẫng và không chắc chắn về nhận định của mình."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0192-STT9-AI10,HNMU-G8-R0192-STT9,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thông hiểu,true,8,10,last,"[""PRINCIPLE-PRACTICE"",""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":4,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":4,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""conversation_history lượt 9: 'Ôi đẹp quá, màu nó loang từ xanh sang tím từ trái qua phải luôn rồi. Ảo diệu thật!'"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh cần nhận được sự phản hồi, ghi nhận tích cực về kết quả thực hành thành công loang màu dải xanh-tím của mình để củng cố sự tự tin. Nếu bỏ nguyên tắc này: Phản hồi của gia sư sẽ bỏ qua thành quả thực tế mà học sinh vừa đạt được, khiến cuộc đối thoại mất đi tính tương tác cá nhân hóa và giảm động lực học tập của học sinh."",""requirement_score"":4}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0193-STT10-AI06,HNMU-G8-R0193-STT10,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Thông hiểu,true,4,6,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""turn_index: 5"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa hoàn thành thao tác dùng công cụ Scale để thu nhỏ ảnh xuống 80% và hào hứng báo cáo kết quả \""viền vàng xung quanh lộ ra rồi\"". Học sinh cần một phản hồi tức thì để công nhận, khích lệ kết quả đạt được, đồng thời đánh giá xem thao tác đó đã hoàn hảo chưa. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua nỗ lực thực hành thực tế của học sinh, khiến cuộc hội thoại mất đi tính tương tác cá nhân hóa và học sinh không được xác nhận về độ chính xác của sản phẩm hiện tại."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0195-STT12-AI04,HNMU-G8-R0195-STT12,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Vận dụng,true,2,4,middle,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-MODELLING"",""PRINCIPLE-PRACTICE""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":3,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""conversation_history (lượt 3)"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa đưa ra câu trả lời cho câu hỏi chẩn đoán của gia sư (\""Là công cụ Brightness-Contrast đúng không ạ?\"") và đang chờ đợi sự xác nhận để biết mình đã đi đúng hướng hay chưa. Nếu bỏ nguyên tắc này: Phản hồi tiếp theo sẽ bỏ qua câu trả lời của học sinh, làm mất đi tính tương tác hai chiều và khiến học sinh hoang mang, không chắc chắn có nên dùng công cụ đó hay không."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0195-STT12-AI06,HNMU-G8-R0195-STT12,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Vận dụng,true,4,6,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]","[""PRINCIPLE-EXPLANATION""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":5}","[{""evidence"":""turn_index: 5"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa thực hiện một hành động thực hành cụ thể (\""kéo tăng thông số Brightness\"") và báo cáo kết quả trực quan đạt được (\""lá cây và con đường dưới đất hiện ra rõ mồn một\""). Học sinh cần nhận được phản hồi phản ánh đúng chất lượng của hành động này, xác nhận tiến trình của họ đã đi đúng hướng và lưu ý về ảnh hưởng của nó đến tổng thể bức ảnh. Nếu bỏ nguyên tắc này: Gia sư sẽ không thể đưa ra sự ghi nhận kịp thời và định hướng tiếp theo dựa trên chính sản phẩm thực tế của học sinh, khiến học sinh không rõ thao tác của mình đã thực sự tối ưu hay chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0196-STT13-AI10,HNMU-G8-R0196-STT13,8,"[10b] Thêm văn bản, tạo hiệu ứng cho ảnh",Vận dụng,true,8,10,last,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-PRACTICE"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":2,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":3,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""lượt 9 và gold_answer"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh cần được gia sư đánh giá, xác nhận kết quả của sản phẩm khung viền màu cầu vồng vừa hoàn thành sau một chuỗi thao tác phức tạp, đồng thời hướng dẫn tinh chỉnh bước cuối (Scale/Move) để đạt tính thẩm mỹ tối đa. Nếu bỏ nguyên tắc này: Gia sư sẽ bỏ qua thành quả thực hành của học sinh, không thể giúp học sinh kiểm chứng sản phẩm đã đạt chuẩn đầu ra chưa và mất đi cơ hội hướng dẫn căn chỉnh hoàn thiện."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0198-STT1-AI06,HNMU-G8-R0198-STT1,8,[11b] Thực hành tổng hợp,Nhận biết,true,4,6,middle,"[""PRINCIPLE-FEEDBACK"",""PRINCIPLE-QUESTIONING""]",[],feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":2,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":4}","[{""evidence"":""turn_index: 5, role: student, content: 'Dạ là \""Open as Layers\"" ạ.'"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa trả lời câu hỏi gợi mở của gia sư bằng cụm từ 'Open as Layers' và rất cần một phản hồi xác nhận ngay lập tức xem câu trả lời này đã chính xác chưa để tự tin tiếp tục thao tác.\nNếu bỏ nguyên tắc này: Học sinh sẽ không biết chắc mình đã tìm đúng lệnh theo yêu cầu của gia sư hay chưa, dẫn đến sự ngập ngừng và không thể tiến hành bước thực hành tiếp theo một cách suôn sẻ."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0200-STT3-AI08,HNMU-G8-R0200-STT3,8,[11b] Thực hành tổng hợp,Nhận biết,true,6,8,last,"[""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":2,""PRINCIPLE-EXPLANATION"":3,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":1,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""turn_index: 7"",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh vừa báo cáo kết quả thực hiện thực tế của mình (\""Em bấm xong thì 2 lớp dính thành 1 rồi\""). Học sinh cần một phản hồi xác nhận rõ ràng từ gia sư rằng kết quả này là hoàn toàn chính xác và đúng kỹ thuật để an tâm tiếp tục thực hành. Nếu bỏ nguyên tắc này: Phản hồi tiếp theo của gia sư nếu chỉ chuyển ngay sang việc khác mà không ghi nhận hay đánh giá kết quả thực hiện của học sinh sẽ khiến học sinh cảm thấy lúng túng, hoang mang không biết mình đã thực sự làm đúng chuẩn yêu cầu gộp lớp của bài học chưa."",""requirement_score"":5}]",,
3,flagged,needs_uet_review,BC-HNMU-G8-R0201-STT4-AI04,HNMU-G8-R0201-STT4,8,[11b] Thực hành tổng hợp,Nhận biết,true,2,4,middle,"[""PRINCIPLE-EXPLANATION"",""PRINCIPLE-FEEDBACK""]","[""PRINCIPLE-QUESTIONING""]",feedback_confirmation_only,"{""PRINCIPLE-CHALLENGE"":1,""PRINCIPLE-EXPLANATION"":4,""PRINCIPLE-FEEDBACK"":5,""PRINCIPLE-MODELLING"":2,""PRINCIPLE-PRACTICE"":2,""PRINCIPLE-QUESTIONING"":3}","[{""evidence"":""Lượt 3 trong conversation_history: \""Dạ em thấy Thùng sơn rồi, biểu tượng cái xô đang đổ nước ra ạ.\"""",""principle_id"":""PRINCIPLE-FEEDBACK"",""rationale"":""Nhu cầu độc lập: Học sinh cần được xác nhận rằng họ đã tìm đúng điểm mốc trung gian quan trọng (công cụ Thùng sơn) để có cơ sở tự tin thực hiện thao tác tiếp theo ngay tại vị trí đó. Nếu bỏ nguyên tắc này: Nếu không ghi nhận phản hồi của học sinh về việc đã thấy Thùng sơn để làm điểm tựa hướng dẫn tiếp, phản hồi tiếp theo của gia sư sẽ trở nên rời rạc, không liên kết được với tiến trình hiện tại của học sinh và có thể làm học sinh bối rối không biết mình đã đi đúng hướng chưa."",""requirement_score"":5}]",,
