sample_id,suggested_quality_decision,confidence_score,main_failure_reasons,needs_hnmu_review,needs_learning_resource_review,needs_sgv_verification,source_checklist_rows,checked_by,checked_at
HNMU-G9-R0286-STT5,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0287-STT6,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0288-STT7,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0289-STT8,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0290-STT9,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0291-STT10,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0292-STT11,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0293-STT12,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0294-STT13,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0295-STT14,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0296-STT1,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0297-STT2,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0298-STT3,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0299-STT4,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0300-STT5,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0301-STT6,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0302-STT7,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0303-STT8,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0304-STT9,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0305-STT10,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0306-STT11,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0307-STT12,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0308-STT13,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
HNMU-G9-R0309-STT14,needs_hnmu_review,0.56,Các tiêu chí CON-01/CON-06/CON-07 vẫn uncertain vì fragment học liệu draft/không có xác nhận cuối.,true,true,false,RAW-CON-01;RAW-CON-06;RAW-CON-07,hnmu-dialogue-auditor(shard-03-grade8-9),2026-07-18T23:34:26+07:00
